snname,cubename,sem,rasn,decsn,sntype,notes
              SN2018hnq,               PGC019085, arx  ,06:27:38.610 ,-54:27:24.08  ,Ia      ,
               SN2010bh,              GRB100316D, arx  ,07:10:31.800 ,-56:15:20.20  ,Ic-BL   ,
               SN2008cm,                 NGC2369, arx  ,07:16:38.750 ,-62:18:52.88  ,Ia      ,
               SN2011gw,                  IC2200, arx  ,07:28:17.021 ,-62:21:18.90  ,Ibc     ,
              SN2020xyw,               ESO123-11, arx  ,07:28:08.020 ,-62:21:28.91  ,Ia      ,SN spectrum there!
               SN2003lw,               GRB031203, arx  ,08:02:30.199 ,-39:51:02.99  ,Ic      , COMBINED 12 POINTINGS - WEIRD STRUCTURE AT THE CENTER OF THE CUBE SN IN ONE SIDE
                SN2001J,                UGC04729, arx  ,09:00:43.231 ,+17:37:15.60  ,II      ,
               SN2012bz,              GRB120422A, arx  ,09:07:38.381 ,+14:01:07.50  ,Ibc     ,
              SN2016gwl,                 NGC2865, arx  ,09:23:28.020 ,-23:10:10.74  ,Ia      ,
                SN2003D,                  Arp321, arx  ,09:38:53.520 ,-04:51:05.11  ,Ia-pec  ,COMBINED 12 POINTINGS
              SN2026dwm,                  Arp321, arx  ,09:38:54.025 ,-04:51:37.97  ,IIb     ,different galaxy
               SN2012il,                SN2012il, arx  ,09:46:12.850 ,+19:50:28.21  ,Ic      ,
             SN2023abqf,                  Arp303, arx  ,09:46:20.11  ,+03:04:16.58  ,Ia      ,
              SN2020jsh,                  Arp303, arx  ,09:46:21.430 ,+03:04:23.77  ,Ia      ,
               SN2014es,           MCG-01-24-012, arx  ,09:20:46.910 ,-08:03:34.00  ,IIn     ,MUSE-DEEP
               SN2003ao,                 NGC2993, arx  ,09:45:48.461 ,-14:22:14.02  ,II      ,MUSE-DEEP
              SN2022wte,                  Arp255, arx  ,09:53:10.713 ,+07:52:30.48  ,Ia      ,MUSE-DEEP
              AT2018hyz,               AT2018hyz, arx  ,10:06:50.871 ,+01:41:34.08  ,TDE     ,   
              SN2021htf,                   JO204, arx  ,10:13:46.560 ,-00:54:30.97  ,II      ,MUSE-DEEP
              SN2021fpn,                   JO204, arx  ,10:13:47.640 ,-00:54:55.08  ,IIn     ,   
              SN2020ejm,                  IC2560, arx  ,10:16:18.850 ,-33:33:49.17  ,Ia      ,COMBINED 10 POINTINGS
                SN1983U,                 NGC3227, arx  ,10:23:29.410 ,+19:51:55.69  ,I       ,
                SN2012A,                 NGC3239, arx  ,10:25:07.390 ,+17:09:14.62  ,II      ,COMBINED 8 POINTINGS
               SN2001db,                 NGC3256, arx  ,10:27:50.400 ,-43:54:20.99  ,II      ,
               SN2018ec,                 NGC3256, arx  ,10:27:50.770 ,-43:54:06.30  ,Ic      ,
             SN2021afuq,                 NGC3256, arx  ,10:27:52.150 ,-43:54:07.17  ,Ic      ,      
              SN2025qgd,                 NGC3256, arx  ,10:27:51.066 ,-43:54:20.96  ,II      ,      
               SN2010hx,                 NGC3258, arx  ,10:28:51.060 ,-35:36:22.28  ,Ia      ,COMBINED 8 POINTINGS
               SN2007av,                 NGC3279, arx  ,10:34:43.171 ,+11:11:38.29  ,II      ,16 CUBES JOINED BUT THERE ARE 36 -- TO DO --
              SN2018aqi,                 NGC3393, arx  ,10:48:25.453 ,-25:09:35.90  ,Ia      ,
               SN2010bi,                  Arp335, arx  ,11:04:25.490 ,+04:50:17.59  ,II      ,MUSE-DEEP
              SN2017iuk,            LCRSB1107092, arx  ,11:09:39.510 ,-12:35:18.49  ,Ic-BL   ,
              SN2017cze,                2MIG1546, arx  ,11:09:46.824 ,-13:22:50.66  ,Ia      ,NO LC
               SN1997bs,                 NGC3627, arx  ,11:20:14.251 ,+12:58:19.60  ,IIn     ,PHANGS
               SN2009hd,                 NGC3627, arx  ,11:20:16.961 ,+12:58:46.60  ,II      ,PHANGS
              SN2016cok,                 NGC3627, arx  ,11:20:19.033 ,+12:58:56.64  ,II      ,PHANGS
               SN2010gx,                SN2010gx, arx  ,11:25:46.711 ,-08:49:41.41  ,Ic      ,
               SN2004gj,                  Arp197, arx  ,11:30:59.630 ,+20:28:06.82  ,IIb     ,
               SN2013gl,                  Arp197, arx  ,11:31:00.480 ,+20:28:10.31  ,Ib      ,  
               SN2015bn,                  PS15ae, arx  ,11:33:41.550 ,+00:43:33.50  ,SLSN-I  ,SN spectrum there
              AT2023clx,                   Arp83, arx  ,11:40:09.397 ,+15:19:38.54  ,TDE     ,
              AT2018meh,                   Arp83, arx  ,11:40:09.426 ,+15:19:37.34  ,TDE     ,
              SN2021kos,                   IC719, arx  ,11:40:19.010 ,+09:00:37.66  ,Ib      ,   
              SN2022ais,                UGC06877, arx  ,11:54:10.204 ,+00:08:16.91  ,Ia      ,      
               SN2004gt,                Antennae, arx  ,12:01:50.371 ,-18:52:12.68  ,Ibc     ,THIS NEEDS TO BE COMBINED -- TO DO --
               SN2013dk,               Antennae2, arx  ,12:01:52.721 ,-18:52:18.30  ,Ic      ,THIS NEEDS TO BE COMBINED -- TO DO --
                SN1985B,                 NGC4045, arx  ,12:02:44.081 ,+01:58:45.52  ,II      ,
              SN2019wbg,                 NGC4045, arx  ,12:02:42.723 ,+01:59:03.64  ,IIn     ,
                SN1986I,                 NGC4254, arx  ,12:18:52.080 ,+14:24:44.39  ,II      ,PHANGS
                SN2014L,                 NGC4254, arx  ,12:18:48.679 ,+14:24:43.49  ,Ic      ,PHANGS
                SN1972Q,                 NGC4254, arx  ,12:18:50.800 ,+14:26:40.00  ,II      ,PHANGS
                SN2001A,                 NGC4261, arx  ,12:19:23.011 ,+05:49:40.51  ,Ia      ,NO LC
              SN2020ftl,                 NGC4277, arx  ,12:20:03.754 ,+05:20:33.67  ,Ia      ,MUSE-DEEP
              SN2020jfo,                 NGC4303, arx  ,12:21:50.480 ,+04:28:54.05  ,II      ,PHANGS
                SN1964F,                 NGC4303, arx  ,12:21:53.000 ,+04:28:27.00  ,II      ,
                SN1926A,                 NGC4303, arx  ,12:21:54.100 ,+04:29:37.00  ,II      ,  
               SN2006ov,                 NGC4303, arx  ,12:21:55.301 ,+04:29:16.69  ,II      ,  
               SN1999gn,                 NGC4303, arx  ,12:21:57.019 ,+04:27:45.61  ,II      ,
               SN2014dt,                 NGC4303, arx  ,12:21:57.569 ,+04:28:18.52  ,Ia-02cx ,NO LC 
                SN1961I,                 NGC4303, arx  ,12:22:00.439 ,+04:28:13.30  ,II      ,
              SN2019ehk,                 NGC4321, arx  ,12:22:56.130 ,+15:49:33.60  ,Ib      ,PHANGS same galaxy as SN2006X
               SN2020oi,                 NGC4321, arx  ,12:22:54.925 ,+15:49:25.05  ,Ic      ,
                SN1959E,                 NGC4321, arx  ,12:22:58.901 ,+15:49:01.09  ,I       ,
                SN1979C,                 NGC4321, arx  ,12:22:58.630 ,+15:47:51.68  ,II      ,
              SN2023fyq,                 NGC4388, arx  ,12:25:45.874 ,+12:39:48.87  ,Ib-pec  ,MUSE-DEEP JOINING 8 POINTINGS
              SN2020nvb,                 NGC4457, arx  ,12:28:58.780 ,+03:34:22.01  ,Ia      ,THERE ARE LOTS OF CUBES UNPUBLISHED -- TO DO --
                SN1960F,                NGC4496A, arx  ,12:31:42.050 ,+03:56:47.80  ,Ia      ,COMBINED 8 POINTINGS
               SN1999cl,                 NGC4501, arx  ,12:31:56.009 ,+14:25:35.29  ,Ia      ,THIS NEEDS TO BE COMBINED -- TO DO -- 24 of 32 cubes reduced other 8 have problems
               SN2008cn,                 NGC4603, arx  ,12:40:55.661 ,-40:58:12.11  ,II      ,
                SN1939A,                 NGC4636, arx  ,12:42:48.700 ,+02:41:36.00  ,Ia      ,MUSE-DEEP
               SN2012au,                 NGC4790, arx  ,12:54:52.181 ,-10:14:50.21  ,Ib      ,
               SN2009au,               ESO443-21, arx  ,12:59:46.001 ,-29:36:07.49  ,-       ,SN_OUT_OF_FOV
               SN2022jo,                  IC4040, arx  ,13:00:37.660 ,+28:03:25.70  ,II      ,
               PTF11dgh,                  IC4040, arx  ,13:00:38.059 ,+28:03:24.19  ,Ia      ,
                SN1968I,                 NGC4981, arx  ,13:08:48.87  ,-06:46:40.80  ,Ia      ,MUSE-DEEP               
                SN2007C,                 NGC4981, arx  ,13:08:49.301 ,-06:47:01.00  ,Ib      ,MUSE-DEEP 
               SN1991bi,                 NGC5127, arx  ,13:23:43.980 ,+31:33:51.08  ,Ia      ,
              SN2016adj,               SN2016adj, arx  ,13:25:24.110 ,-43:00:57.50  ,Ib      ,THIS IS TO BE COMBINED QITH SN1986G -- TO DO --
              SN2023dpj,                 NGC5135, arx  ,13:25:44.399 ,-29:50:11.91  ,II      ,
              SN2017dps,                  IC4296, arx  ,13:36:40.039 ,-33:58:01.29  ,Ia      ,NO LC.  COMBINED 18 POINTINGS
                SN1968L,                 NGC5236, arx  ,13:37:00.511 ,-29:51:59.00  ,II      ,HUGE MOSAIC NGC5236 TO BE DONE -- TO DO --
                SN1895B,                 NGC5253, arx  ,13:39:57.30  ,-31:38:06.00  ,Ia      ,COMBINED 16 POINTINGS - NO LC
             SN2020abir,                 NGC5331, arx  ,13:52:16.530 ,+02:06:25.67  ,Ia      ,more data will be available
               SN2018zz,                 NGC5419, arx  ,14:03:39.060 ,-33:58:42.60  ,Ia      ,NO LC
              SN2020alh,                 NGC5419, arx  ,14:03:38.763 ,-33:58:37.39  ,Ia      ,
              SN2016aew,                   IC986, arx  ,14:11:26.491 ,+01:17:09.47  ,Ia      ,MUSE-DEEP
               SN1996cr,              ESO097-013, arx  ,14:13:10.010 ,-65:20:44.41  ,IIn     ,COMBINED 16 POINTINGS
              SN2023kyb,                 NGC5626, arx  ,14:29:51.415 ,-29:45:11.51  ,Ia      ,MUSE-DEEP JOINING 8 POINTINGS
              SN2017cbv,                 NGC5643, arx  ,14:32:34.420 ,-44:08:02.74  ,-       ,SN NOT IN THE FoV - BUT THIS WAS ANALYZED FOR SAHANA - COMBINED 8 POINTINGS
               SN2011kf,                SN2011kf, arx  ,14:36:57.530 ,+16:30:56.59  ,Ic      ,
                SN2009Y,                 NGC5728, arx  ,14:42:23.849 ,-17:14:48.41  ,Ia      ,MUSE-DEEP
               SN2009jh,                SN2009jh, arx  ,14:49:10.090 ,+29:25:10.42  ,SLSN-I  ,
               SN1996ae,                 NGC5775, arx  ,14:53:59.810 ,+03:31:46.31  ,IIn     ,COMBINED 13 POINTINGS
               SN2004dg,                 NGC5806, arx  ,14:59:58.961 ,+01:53:25.58  ,II      ,
                SN2012P,                 NGC5806, arx  ,14:59:59.119 ,+01:53:24.40  ,Ibc     ,
              iPTF13bvn,                 NGC5806, arx  ,15:00:00.152 ,+01:52:53.17  ,Ib      ,
              SN2018bsz,               SN2018bsz, arx  ,16:09:39.112 ,-32:03:45.63  ,II      ,
               PS1-14xw,                 NGC6240, arx  ,16:52:57.63  ,+02:23:36.50  ,Ia-91T  ,MUSE-DEEP - SN in THE BORDERRRRRRR 
               SN2010gp,                 NGC6240, arx  ,16:52:57.391 ,+02:23:16.40  ,-       ,SN NOT IN THE FoV 
               SN2000bg,                 NGC6240, arx  ,16:52:58.130 ,+02:23:50.50  ,IIn     ,
               SN2013dc,                 NGC6240, arx  ,16:52:58.970 ,+02:24:25.49  ,II      ,
              SN2022qmx,               SN2022qmx, arx  ,17:35:44.328 ,+04:49:56.86  ,Ia      ,MUSE-DEEP. more data will be available
              SN2024esn,         IRAS18090+0130E, arx  ,18:11:39.658 ,+01:31:49.23  ,Ia      ,
               SN2004ip,          IRAS18293+3413, arx  ,18:32:41.261 ,-34:11:26.70  ,II      ,
               SN2013if,          IRAS18293+3413, arx  ,18:32:41.098 ,-34:11:27.23  ,II      ,
               SN1997de,                 NGC6769, arx  ,19:18:20.820 ,-60:29:42.00  ,Ia      ,
               SN2008da,                NGC6845A, arx  ,20:00:57.410 ,-47:04:02.71  ,II      ,
               SN2005bs,                SN2005bs, arx  ,20:10:14.110 ,-56:38:43.58  ,Ia      ,COMBINED
               SN2011ei,                 NGC6925, arx  ,20:34:22.620 ,-31:58:23.59  ,IIb     ,COMBINED
               SN2006ms,                 NGC6935, arx  ,20:38:20.520 ,-52:06:55.91  ,II      ,
              SN2022swf,               SN2022swf, arx  ,20:45:41.858 ,-10:40:34.30  ,Ia      ,
               SN2012ga,                 NGC6975, arx  ,20:52:25.099 ,-05:46:15.60  ,II      ,
              AT2019dsg,               AT2019dsg, arx  ,20:57:02.974 ,+14:12:15.86  ,TDE     ,
              SN2024hjt,                  IIZw96, arx  ,20:57:25.003 ,+17:07:41.76  ,II      ,
              SN2017hgz,                 NGC7130, arx  ,21:48:20.120 ,-34:57:10.40  ,Ia      ,
               SN2010bt,                 NGC7130, arx  ,21:48:20.220 ,-34:57:16.49  ,IIn     ,
              SN2020llx,                 NGC7140, arx  ,21:52:14.038 ,-55:33:44.17  ,II      ,
                SN2015L,             ASASSN-15lh, arx  ,22:02:15.451 ,-61:39:34.60  ,SLSN-I  ,
               SN2009dt,                  IC5169, arx  ,22:10:09.271 ,-36:05:42.61  ,Ic      ,MUSE-DEEP
               SN1999ee,                  IC5179, arx  ,22:16:10.001 ,-36:50:39.70  ,Ia      ,
               SN1999ex,                  IC5179, arx  ,22:16:07.270 ,-36:50:53.70  ,Ic      ,
              SN2018kcw,                  IC5179, arx  ,22:16:07.949 ,-36:50:56.94  ,II      ,
               SN2010gg,             ESO602-G025, arx  ,22:31:25.471 ,-19:01:54.80  ,II      ,
               PTF09dav,                PTF09dav, arx  ,22:46:55.150 ,+21:37:34.10  ,Ia-pec  ,
              SN2022wsp,                 NGC7448, arx  ,23:00:03.526 ,+15:58:42.60  ,II      ,COMBINED 4 POINTINGS
               SN1997dt,                 NGC7448, arx  ,23:00:02.930 ,+15:58:50.92  ,Ia      ,
               SN1998dh,                 NGC7541, arx  ,23:14:40.310 ,+04:32:14.10  ,Ia      ,COMBINED 7 POINTINGS
              SN2017jmk,                 NGC7541, arx  ,23:14:45.130 ,+04:31:50.63  ,II      ,
               AT2014ej,                 NGC7552, arx  ,23:16:09.790 ,-42:34:57.50  ,LBV     ,COMBINED  11 POINTINGS
               SN2000ey,                  IC1481, arx  ,23:19:25.200 ,+05:54:21.10  ,Ia      ,NO LC 
               SN2011hb,                 NGC7674, arx  ,23:27:55.510 ,+08:46:45.70  ,Ia      ,
               SN2011ee,                 NGC7674, arx  ,23:27:57.341 ,+08:46:38.10  ,Ic      ,
                SN2000A,                 NGC7674, arx  ,23:27:58.901 ,+08:47:02.11  ,Ia      ,
               SN2004cx,                 NGC7755, arx  ,23:47:52.860 ,-30:31:32.59  ,II      ,MUSE-DEEP
              SN2019fkq,                  IC5364, arx  ,23:56:24.390 ,-29:01:25.61  ,Ia      ,
                SN1989G,                  IC2637, arx  ,11:13:49.300 ,+09:35:21.00  ,I       ,
              SN2020syb,           MCG-02-15-004, arx  ,05:33:50.179 ,-13:21:17.49  ,Ia      ,
              SN2025scw,                 NGC0424, arx  ,01:11:27.200 ,-38:04:53.29  ,II      ,
             SN2024aecx,                 NGC3521, arx  ,11:05:49.544 ,-00:02:05.46  ,Ic      ,
              SN2021low,               SN2021low, arx  ,11:44:46.260 ,+20:07:34.28  ,Ia      ,
              SN2023rzh,               SN2023rzh, arx  ,01:13:52.212 ,+13:16:08.82  ,Ia      ,
             SN2024abvr,              SN2024abvr, arx  ,01:34:02.680 ,-09:46:28.70  ,Ia      ,
             SN2025aano,              SN2025aano, arx  ,06:02:51.977 ,-23:41:27.89  ,Ia      ,
               SN2025ei,                SN2025ei, arx  ,11:44:47.404 ,+19:46:24.36  ,II      ,
              SN2025rin,               SN2025rin, arx  ,13:02:52.661 ,-02:30:41.62  ,Ia      ,
              SN2025rjo,               SN2025rjo, arx  ,13:26:35.754 ,-30:59:35.59  ,II      ,
              SN2025wmj,               SN2025wmj, arx  ,22:47:20.005 ,-65:03:31.11  ,Ia-91bg ,
              SN2025pfh,                  Arp200, arx  ,02:53:42.256 ,+13:00:58.49  ,Ic      ,
                SN1984A,                 NGC4419, arx  ,12:26:55.750 ,+15:03:18.00  ,I       ,
               SN2012cc,                 NGC4419, arx  ,12:26:56.810 ,+15:02:45.49  ,II      ,
              SN2024phz,                 NGC4330, arx  ,12:23:15.765 ,+11:21:54.35  ,II      ,
              SN2025ulz,               SN2025ulz, arx  ,15:51:54.201 ,+30:54:08.67  ,II      ,
               SN2025kg,               EP250108a, arx  ,03:42:28.389 ,-22:30:21.28  ,Ic-BL   ,*************
              SN2018hib,                ESO417-6, arx  ,02:56:21.270 ,-32:11:08.77  ,Ia      ,*************
             SN2020acct,                 NGC2981, arx  ,09:44:56.055 ,+31:05:45.73  ,IIn     ,*************
                SN1981G,                 NGC4874, arx  ,12:59:36.700 ,+27:57:48.00  ,I       ,*************
