SN name,UV mag,UV abs mag,F275W-r,Adopted r survey,Adopted r mag,Adopted r abs mag,Adopted r flux,Adopted r flux err,F275W-r Best,Adopted Best survey,Adopted Best,Adopted Best abs mag,Adopted Best flux,Adopted Best flux err,LegacySurvey r mag,LegacySurvey r abs mag,LegacySurvey r flux,LegacySurvey r flux err,LegacySurvey invvar+bkg r mag,LegacySurvey invvar+bkg r abs mag,LegacySurvey invvar+bkg r flux,LegacySurvey invvar+bkg r flux err,DES r mag,DES r abs mag,DES r flux,DES r flux err,PanSTARRS r mag,PanSTARRS r abs mag,PanSTARRS r flux,PanSTARRS r flux err,SkyMapper r mag,SkyMapper r abs mag,SkyMapper r flux,SkyMapper r flux err,Paper plot candidate
SN2013da,19.190 (0.007),-15.953 (0.007),1.594,LegacySurvey,17.596 (0.226),-17.547 (0.226),91.51005739059968,19.074387199961716,1.663,PanSTARRS,17.527 (0.019),-17.617 (0.019),975.5384875406986,15.365171714446468,17.515 (0.230),-17.629 (0.230),98.64434288423791,19.35702325613835,17.596 (0.226),-17.547 (0.226),91.51005739059968,19.074387199961716,,,,,17.527 (0.019),-17.617 (0.019),975.5384875406986,15.365171714446468,17.603 (0.012),-17.540 (0.012),26251.63422567976,269.54482140488255,True
SN2013dl,(23.408),(-11.045),$<2.956$,PanSTARRS,20.452 (0.047),-14.001 (0.047),65.92655732561104,2.570351557273042,$<2.956$,PanSTARRS,20.452 (0.047),-14.001 (0.047),65.92655732561104,2.570351557273042,20.070 (2.473),-14.384 (2.473),9.37956401508105,19.221825893951436,20.184 (0.879),-14.269 (0.879),8.439847683753516,6.831974087358484,,,0.0,,20.452 (0.047),-14.001 (0.047),65.92655732561104,2.570351557273042,20.583 (0.133),-13.871 (0.133),1648.776019843833,179.86809696208147,False
SN2013ef,21.958 (0.114),-12.435 (0.114),3.065,PanSTARRS,18.893 (0.054),-15.500 (0.054),277.3181456290955,12.02315971589247,3.065,PanSTARRS,18.893 (0.054),-15.500 (0.054),277.3181456290955,12.02315971589247,18.870 (0.904),-15.523 (0.904),28.313999777460545,20.528341614867625,19.020 (0.759),-15.372 (0.759),24.64915081969073,17.23632869103299,,,,,18.893 (0.054),-15.500 (0.054),277.3181456290955,12.02315971589247,19.763 (0.799),-14.630 (0.799),224.09517142216015,142.15514193111414,False
SN2013ex,20.855 (0.109),-12.394 (0.109),2.606,PanSTARRS,18.248 (0.022),-15.001 (0.022),501.9199993851762,7.635090603991768,2.606,PanSTARRS,18.248 (0.022),-15.001 (0.022),501.9199993851762,7.635090603991768,18.074 (0.815),-15.175 (0.815),58.92620995389411,33.57341405664341,18.374 (0.509),-14.875 (0.509),44.72042532097474,20.955293998794232,,,,,18.248 (0.022),-15.001 (0.022),501.9199993851762,7.635090603991768,18.864 (0.053),-14.385 (0.053),9883.230639467378,359.0100454489482,False
ASASSN-13ch,21.707 (0.119),-12.584 (0.119),2.519,LegacySurvey,19.188 (0.157),-15.103 (0.157),21.12454996388132,3.0473304918938933,2.584,PanSTARRS,19.123 (0.019),-15.168 (0.019),224.3104712524655,3.06832732152796,18.936 (1.090),-15.355 (1.090),26.65098041076545,21.206837817862915,19.188 (0.157),-15.103 (0.157),21.12454996388132,3.0473304918938933,,,,,19.123 (0.019),-15.168 (0.019),224.3104712524655,3.06832732152796,19.038 (0.043),-15.253 (0.043),6994.305141643557,216.04524069099455,False
ASASSN-13cj,20.155 (0.023),-14.135 (0.023),4.100,LegacySurvey,16.056 (0.033),-18.234 (0.033),378.1768832971778,11.573112044295174,4.164,PanSTARRS,15.992 (0.014),-18.298 (0.014),4011.4178078454006,45.00445230270895,15.904 (0.098),-18.386 (0.098),434.8296932177189,34.1453604107247,16.056 (0.033),-18.234 (0.033),378.1768832971778,11.573112044295174,,,,,15.992 (0.014),-18.298 (0.014),4011.4178078454006,45.00445230270895,16.141 (0.071),-18.149 (0.071),4876.3095545938995,273.3851614182336,False
ASASSN-13cp,(23.630),(-11.445),$<4.726$,LegacySurvey,18.904 (0.308),-16.172 (0.308),27.450073996903043,7.785515420449237,$<4.792$,PanSTARRS,18.838 (0.018),-16.237 (0.018),291.5553845068288,4.249275313191435,18.784 (0.636),-16.292 (0.636),30.653833177869743,16.072383546353592,18.904 (0.308),-16.172 (0.308),27.450073996903043,7.785515420449237,,,,,18.838 (0.018),-16.237 (0.018),291.5553845068288,4.249275313191435,,,,,False
ASASSN-13cu,20.708 (0.021),-14.689 (0.021),2.248,LegacySurvey,18.460 (0.116),-16.937 (0.116),41.31377193401431,4.402134121266684,2.472,PanSTARRS,18.235 (0.015),-17.161 (0.015),508.0631425426037,6.335172809424459,18.388 (0.404),-17.008 (0.404),44.11744083939034,15.367260771584869,18.460 (0.116),-16.937 (0.116),41.31377193401431,4.402134121266684,,,,,18.235 (0.015),-17.161 (0.015),508.0631425426037,6.335172809424459,18.378 (0.015),-17.019 (0.015),15837.97910507738,206.59397830206817,True
SN2008hv,22.552 (0.211),-11.159 (0.211),4.311,PanSTARRS,18.241 (0.019),-15.470 (0.019),505.5849034293225,8.098033733076871,4.311,PanSTARRS,18.241 (0.019),-15.470 (0.019),505.5849034293225,8.098033733076871,18.072 (0.552),-15.639 (0.552),59.026061669740066,28.21050908476013,18.139 (0.660),-15.572 (0.660),55.518782498861306,33.75375408058833,,,,,18.241 (0.019),-15.470 (0.019),505.5849034293225,8.098033733076871,18.871 (0.416),-14.840 (0.416),313.80781971819084,112.64847355467928,False
SN2013hk,19.318 (0.014),-15.043 (0.014),3.157,PanSTARRS,16.161 (0.014),-18.200 (0.014),3431.4244826744925,34.349225741533196,3.157,PanSTARRS,16.161 (0.014),-18.200 (0.014),3431.4244826744925,34.349225741533196,,,,,,,,,,,,,16.161 (0.014),-18.200 (0.014),3431.4244826744925,34.349225741533196,16.434 (0.048),-17.928 (0.048),3543.414273414747,120.81039268232888,False
ASASSN-14ba,20.557 (0.015),-15.246 (0.015),2.428,LegacySurvey,18.129 (0.014),-17.674 (0.014),56.03050229010917,0.7031760032535789,2.428,LegacySurvey,18.129 (0.014),-17.674 (0.014),56.03050229010917,0.7031760032535789,18.068 (0.287),-17.735 (0.287),59.27521511302809,14.82935529462556,18.129 (0.014),-17.674 (0.014),56.03050229010917,0.7031760032535789,,,,,18.167 (0.014),-17.637 (0.014),541.1194855129648,6.723384348222587,18.231 (0.104),-17.573 (0.104),639.8731821848049,57.58623709325376,False
ASASSN-14cu,21.522 (0.060),-13.665 (0.060),4.555,LegacySurvey,16.967 (0.075),-18.220 (0.075),163.33874820671429,11.288012887254636,4.779,PanSTARRS,16.743 (0.014),-18.444 (0.014),2008.5328409410624,21.538997925745484,16.770 (0.150),-18.417 (0.150),195.90974560225592,22.61413313550196,16.967 (0.075),-18.220 (0.075),163.33874820671429,11.288012887254636,,,,,16.743 (0.014),-18.444 (0.014),2008.5328409410624,21.538997925745484,16.827 (0.035),-18.360 (0.035),44583.072239725974,1196.0392605961213,False
ASASSN-14db,21.171 (0.025),-14.934 (0.025),3.010,LegacySurvey,18.161 (0.248),-17.944 (0.248),54.38451670151119,12.445157360767942,3.010,LegacySurvey,18.161 (0.248),-17.944 (0.248),54.38451670151119,12.445157360767942,18.099 (0.277),-18.006 (0.277),57.60709336099889,13.855950439967447,18.161 (0.248),-17.944 (0.248),54.38451670151119,12.445157360767942,,,,,,,,,18.099 (0.014),-18.006 (0.014),13961.5912981436,167.20319207325835,True
ASASSN-14dd,20.888 (0.063),-13.579 (0.063),1.700,SkyMapper,19.188 (0.062),-15.279 (0.062),7239.903538629544,293.58496190329765,1.700,SkyMapper,19.188 (0.062),-15.279 (0.062),7239.903538629544,293.58496190329765,18.921 (1.087),-15.546 (1.087),27.006438170576736,19.693566278404234,19.266 (1.360),-15.201 (1.360),19.66370917765238,24.629314307436168,,,,,,,,,19.188 (0.062),-15.279 (0.062),7239.903538629544,293.58496190329765,False
ASASSN-14dz,21.503 (0.049),-13.458 (0.049),4.191,LegacySurvey,17.312 (0.062),-17.649 (0.062),118.94536555708515,6.831454148169566,4.277,PanSTARRS,17.226 (0.014),-17.735 (0.014),1287.187904167598,15.737243686765009,17.235 (0.196),-17.726 (0.196),127.68613737379194,21.518828156376497,17.312 (0.062),-17.649 (0.062),118.94536555708515,6.831454148169566,,,,,17.226 (0.014),-17.735 (0.014),1287.187904167598,15.737243686765009,17.728 (0.094),-17.233 (0.094),1054.9856308276824,84.60639673051644,False
ASASSN-14fa,22.994 (0.176),-11.966 (0.176),2.715,DES,20.278 (0.019),-14.682 (0.019),7738.788736798379,129.32098881680662,2.715,DES,20.278 (0.019),-14.682 (0.019),7738.788736798379,129.32098881680662,20.258 (2.218),-14.703 (2.218),7.887814308920423,15.500073651553604,20.300 (1.050),-14.660 (1.050),7.58632348948283,7.334624928621035,20.278 (0.019),-14.682 (0.019),7738.788736798379,129.32098881680662,18.939 (0.043),-16.021 (0.043),265.59243850981295,9.98285252202642,19.380 (0.037),-15.581 (0.037),5159.488271488944,170.73895890502502,False
ASASSN-14hr,21.727 (0.037),-14.138 (0.037),2.800,DES,18.927 (0.007),-16.938 (0.007),26875.97368134697,159.51657290647748,2.800,DES,18.927 (0.007),-16.938 (0.007),26875.97368134697,159.51657290647748,18.906 (0.509),-16.958 (0.509),27.385466348345627,12.470390790287546,18.938 (0.587),-16.927 (0.587),26.603780862140827,14.39197495896953,18.927 (0.007),-16.938 (0.007),26875.97368134697,159.51657290647748,19.079 (0.016),-16.785 (0.016),233.49959847926377,3.424525941786424,19.038 (0.022),-16.827 (0.022),6764.574797417777,132.59366031634968,False
ASASSN-14hu,22.639 (0.166),-12.253 (0.166),1.614,LegacySurvey,21.025 (0.118),-13.867 (0.118),3.891092143098256,0.4225762636480752,1.614,LegacySurvey,21.025 (0.118),-13.867 (0.118),3.891092143098256,0.4225762636480752,20.875 (4.384),-14.017 (4.384),4.4685763160814185,15.71173181282886,21.025 (0.118),-13.867 (0.118),3.891092143098256,0.4225762636480752,,,,,,,,,21.781 (0.386),-13.111 (0.386),541.8341587668241,165.99881644716248,False
ASASSN-14ig,21.998 (0.055),-13.551 (0.055),4.713,DES,17.285 (0.007),-18.264 (0.007),121850.10607286773,796.9743167735886,4.713,DES,17.285 (0.007),-18.264 (0.007),121850.10607286773,796.9743167735886,17.272 (0.177),-18.277 (0.177),123.33296352349922,19.28597708770404,17.316 (0.431),-18.233 (0.431),118.48486720669814,46.990656205302805,17.285 (0.007),-18.264 (0.007),121850.10607286773,796.9743167735886,,,,,17.335 (0.011),-18.214 (0.011),36973.10633172325,363.00459753613274,False
ASASSN-14jc,18.312 (0.010),-15.117 (0.010),2.474,SkyMapper,15.839 (0.010),-17.591 (0.010),155282.54367417112,1060.1823648849931,2.474,SkyMapper,15.839 (0.010),-17.591 (0.010),155282.54367417112,1060.1823648849931,,,0.0,,,,,,,,,,,,,,15.839 (0.010),-17.591 (0.010),155282.54367417112,1060.1823648849931,False
ASASSN-14jg,19.954 (0.017),-14.103 (0.017),1.451,SkyMapper,18.503 (0.029),-15.554 (0.029),11435.80181916112,291.90172727567716,1.451,SkyMapper,18.503 (0.029),-15.554 (0.029),11435.80181916112,291.90172727567716,18.158 (0.505),-15.899 (0.505),54.54365073150184,24.661244385217337,18.190 (0.580),-15.867 (0.580),52.97606883524906,28.287154821743016,17.071 (0.006),-16.986 (0.006),148512.9059439599,775.56986358011,,,,,18.503 (0.029),-15.554 (0.029),11435.80181916112,291.90172727567716,False
ASASSN-14kq,23.350 (0.167),-12.527 (0.167),2.291,PanSTARRS,21.059 (0.060),-14.818 (0.060),37.7186561619105,2.000323657430198,2.291,PanSTARRS,21.059 (0.060),-14.818 (0.060),37.7186561619105,2.000323657430198,21.011 (2.978),-14.866 (2.978),3.940907367544424,10.428929828304357,21.050 (0.739),-14.827 (0.739),3.80184630786387,2.587762538923886,,,,,21.059 (0.060),-14.818 (0.060),37.7186561619105,2.000323657430198,20.906 (0.041),-14.971 (0.041),4757.131012520851,173.3047409140397,False
ASASSN-14lt,22.953 (0.144),-12.799 (0.144),5.055,LegacySurvey,17.898 (0.226),-17.854 (0.226),69.31595929934356,14.453626918609652,5.030,PanSTARRS,17.923 (0.014),-17.828 (0.014),677.3052233322817,8.046514935882781,17.781 (0.248),-17.970 (0.248),77.18774307458503,15.857389690931669,17.898 (0.226),-17.854 (0.226),69.31595929934356,14.453626918609652,17.465 (0.005),-18.286 (0.005),103273.6183755042,449.6287214032395,17.923 (0.014),-17.828 (0.014),677.3052233322817,8.046514935882781,17.865 (0.014),-17.886 (0.014),22687.859397470045,257.41541533327,False
ASASSN-14lv,23.123 (0.097),-13.601 (0.097),3.155,DES,19.968 (0.008),-16.756 (0.008),10295.639118123248,72.26035354857305,3.155,DES,19.968 (0.008),-16.756 (0.008),10295.639118123248,72.26035354857305,19.949 (0.898),-16.775 (0.898),10.478423050267995,8.328756057974276,19.992 (0.385),-16.732 (0.385),10.071414595208935,3.5705353403352595,19.968 (0.008),-16.756 (0.008),10295.639118123248,72.26035354857305,,,,,20.085 (0.031),-16.639 (0.031),3283.5321762374992,90.79570407567527,False
ASASSN-14me,19.511 (0.010),-14.960 (0.010),1.731,LegacySurvey,17.779 (0.035),-16.691 (0.035),77.31232113553199,2.4701855194139872,1.731,LegacySurvey,17.779 (0.035),-16.691 (0.035),77.31232113553199,2.4701855194139872,17.736 (0.315),-16.735 (0.315),80.49094897837311,22.40533507409077,17.779 (0.035),-16.691 (0.035),77.31232113553199,2.4701855194139872,,,,,,,,,18.001 (0.018),-16.469 (0.018),18342.831400926792,292.03833114835544,False
ASASSN-14mf,21.007 (0.022),-14.697 (0.022),1.959,LegacySurvey,19.048 (0.045),-16.656 (0.045),24.039458553205804,0.9837467299280503,1.959,LegacySurvey,19.048 (0.045),-16.656 (0.045),24.039458553205804,0.9837467299280503,19.018 (0.581),-16.685 (0.581),24.705731242147927,12.870274742277344,19.048 (0.045),-16.656 (0.045),24.039458553205804,0.9837467299280503,,,,,,,,,19.399 (0.029),-16.304 (0.029),4690.5976066342155,123.51844463229854,False
ASASSN-14mg,22.383 (0.073),-13.396 (0.073),3.243,PanSTARRS,19.141 (0.017),-16.639 (0.017),220.66421179245003,3.2032668804407756,3.243,PanSTARRS,19.141 (0.017),-16.639 (0.017),220.66421179245003,3.2032668804407756,19.098 (0.617),-16.682 (0.617),22.955991019796564,12.397442339306892,19.153 (0.056),-16.626 (0.056),21.81027025653018,1.1134655469617727,17.863 (0.005),-17.917 (0.005),71596.84646034343,320.9201697645068,19.141 (0.017),-16.639 (0.017),220.66421179245003,3.2032668804407756,19.263 (0.024),-16.516 (0.024),6806.239519773218,142.7503520857678,False
ASASSN-14mw,(23.970),(-11.394),$<2.717$,SkyMapper,21.253 (0.177),-14.111 (0.177),868.4406307430969,135.8233901054957,$<2.717$,SkyMapper,21.253 (0.177),-14.111 (0.177),868.4406307430969,135.8233901054957,22.633 (16.136),-12.731 (16.136),0.8845436256384612,12.636531584327743,22.676 (0.470),-12.688 (0.470),0.8502486771336533,0.3681047759152916,,,,,,,,,21.253 (0.177),-14.111 (0.177),868.4406307430969,135.8233901054957,False
ASASSN-15aj,19.738 (0.029),-13.696 (0.029),5.276,LegacySurvey,14.461 (0.089),-18.972 (0.089),1642.4009737214392,134.65525265330544,5.276,LegacySurvey,14.461 (0.089),-18.972 (0.089),1642.4009737214392,134.65525265330544,14.302 (0.043),-19.131 (0.043),1901.7553787427564,64.84081327831016,14.461 (0.089),-18.972 (0.089),1642.4009737214392,134.65525265330544,,,,,,,,,14.479 (0.008),-18.955 (0.008),551542.4757355253,3647.0350868180903,False
ASASSN-15as,23.487 (0.241),-12.033 (0.241),1.624,LegacySurvey,21.863 (0.136),-13.657 (0.136),1.7981783435591503,0.2250380490385186,1.659,PanSTARRS,21.829 (0.061),-13.691 (0.061),18.55960743082307,0.9454471105351036,21.768 (7.182),-13.751 (7.182),1.9619922507405343,11.894365065664193,21.863 (0.136),-13.657 (0.136),1.7981783435591503,0.2250380490385186,,,,,21.829 (0.061),-13.691 (0.061),18.55960743082307,0.9454471105351036,21.834 (2.100),-13.686 (2.100),30.510436331484943,53.75865759751399,False
ASASSN-15ba,21.959 (0.066),-13.090 (0.066),2.398,LegacySurvey,19.561 (0.112),-15.488 (0.112),14.983500665255228,1.5458744619717737,2.315,PanSTARRS,19.644 (0.023),-15.405 (0.023),138.79129770765817,2.7560671600778193,19.508 (1.118),-15.541 (1.118),15.73607299086646,15.43399437569527,19.561 (0.112),-15.488 (0.112),14.983500665255228,1.5458744619717737,,,,,19.644 (0.023),-15.405 (0.023),138.79129770765817,2.7560671600778193,19.833 (0.687),-15.216 (0.687),128.23024159037263,76.99893180137013,False
ASASSN-15be,21.948 (0.072),-12.932 (0.072),1.362,SkyMapper,20.586 (0.164),-14.294 (0.164),1011.3332729292462,146.3522182303102,1.362,SkyMapper,20.586 (0.164),-14.294 (0.164),1011.3332729292462,146.3522182303102,20.705 (3.424),-14.175 (3.424),5.222736347810606,15.86065829690663,20.746 (0.377),-14.134 (0.377),5.028776374857259,1.7458841624369723,18.274 (0.006),-16.607 (0.006),49032.811980276936,246.70160940438356,,,,,20.586 (0.164),-14.294 (0.164),1011.3332729292462,146.3522182303102,False
ASASSN-15bm,23.235 (0.317),-11.560 (0.317),6.420,LegacySurvey,16.815 (0.069),-17.981 (0.069),187.9689702926236,11.94863460007586,6.411,PanSTARRS,16.824 (0.014),-17.971 (0.014),1863.5905880780228,20.91565152356781,16.646 (0.146),-18.149 (0.146),219.5125887754998,25.23267870061022,16.815 (0.069),-17.981 (0.069),187.9689702926236,11.94863460007586,,,,,16.824 (0.014),-17.971 (0.014),1863.5905880780228,20.91565152356781,17.026 (0.012),-17.769 (0.012),40621.14590279997,378.1229580360349,False
ASASSN-15da,22.542 (0.059),-14.169 (0.059),4.556,LegacySurvey,17.986 (0.032),-18.726 (0.032),63.93939598151125,1.8601505634850557,4.184,PanSTARRS,18.358 (0.015),-18.353 (0.015),453.8729770911048,5.737205351470003,17.911 (0.226),-18.800 (0.226),68.50193419330039,13.33035822712148,17.986 (0.032),-18.726 (0.032),63.93939598151125,1.8601505634850557,17.849 (0.005),-18.862 (0.005),72521.13864273694,314.6077137108692,18.358 (0.015),-18.353 (0.015),453.8729770911048,5.737205351470003,18.598 (0.016),-18.113 (0.016),13203.109842084908,179.64404941755245,False
ASASSN-15db,15.486 (0.002),-17.919 (0.002),1.036,LegacySurvey,14.450 (0.063),-18.955 (0.063),1659.1079317355366,96.66549242689896,1.058,PanSTARRS,14.428 (0.014),-18.978 (0.014),16937.91638260971,204.93696206850353,14.380 (0.043),-19.025 (0.043),1770.2652059436834,65.25906414379882,14.450 (0.063),-18.955 (0.063),1659.1079317355366,96.66549242689896,,,,,14.428 (0.014),-18.978 (0.014),16937.91638260971,204.93696206850353,,,,,True
ASASSN-15fr,22.730 (0.104),-13.112 (0.104),3.466,LegacySurvey,19.265 (0.311),-16.577 (0.311),19.68732860031592,5.638716119074562,3.452,PanSTARRS,19.278 (0.018),-16.564 (0.018),194.4791284961018,2.9576981928915647,19.186 (0.661),-16.656 (0.661),21.16961191121139,11.986072741957798,19.265 (0.311),-16.577 (0.311),19.68732860031592,5.638716119074562,,,,,19.278 (0.018),-16.564 (0.018),194.4791284961018,2.9576981928915647,19.758 (0.463),-16.084 (0.463),148.1183918293969,58.44180293344315,False
ASASSN-15go,19.374 (0.016),-15.246 (0.016),2.709,PanSTARRS,16.665 (0.014),-17.955 (0.014),2157.6696499396826,20.513612942113937,2.709,PanSTARRS,16.665 (0.014),-17.955 (0.014),2157.6696499396826,20.513612942113937,,,,,,,,,,,,,16.665 (0.014),-17.955 (0.014),2157.6696499396826,20.513612942113937,16.935 (0.045),-17.685 (0.045),38758.741652740915,1153.1783311639406,False
ASASSN-15hf,18.173 (0.012),-13.885 (0.012),4.217,SkyMapper,13.956 (0.009),-18.102 (0.009),891223.7071761616,5688.3444027481655,4.217,SkyMapper,13.956 (0.009),-18.102 (0.009),891223.7071761616,5688.3444027481655,,,0.0,,,,,,,,,,,,,,13.956 (0.009),-18.102 (0.009),891223.7071761616,5688.3444027481655,False
ASASSN-15hg,(23.952),(-11.664),$<4.267$,PanSTARRS,19.685 (0.018),-15.931 (0.018),133.61427094113682,2.055820989531572,$<4.267$,PanSTARRS,19.685 (0.018),-15.931 (0.018),133.61427094113682,2.055820989531572,19.722 (1.132),-15.894 (1.132),12.91945611271058,12.26050942499087,19.824 (0.766),-15.792 (0.766),11.762272566707418,8.298554410392066,,,,,19.685 (0.018),-15.931 (0.018),133.61427094113682,2.055820989531572,20.488 (0.650),-15.128 (0.650),91.29645866930126,49.477777785847685,False
ASASSN-15ho,22.639 (0.073),-13.693 (0.073),1.327,PanSTARRS,21.312 (0.042),-15.020 (0.042),29.86455068739903,1.0940795899086486,1.327,PanSTARRS,21.312 (0.042),-15.020 (0.042),29.86455068739903,1.0940795899086486,21.176 (2.907),-15.156 (2.907),3.384130610608006,8.659732660923577,21.225 (0.720),-15.107 (0.720),3.234582950750013,2.1445820830640803,,,,,21.312 (0.042),-15.020 (0.042),29.86455068739903,1.0940795899086486,21.325 (0.092),-15.007 (0.092),1019.2175071496908,82.73094272687051,False
ASASSN-15hx,19.577 (0.023),-13.183 (0.023),1.732,LegacySurvey,17.844 (0.021),-14.915 (0.021),72.82001025179716,1.4034248043642743,1.732,LegacySurvey,17.844 (0.021),-14.915 (0.021),72.82001025179716,1.4034248043642743,17.743 (0.626),-15.016 (0.626),79.93401173002748,41.96604401939853,17.844 (0.021),-14.915 (0.021),72.82001025179716,1.4034248043642743,,,,,,,,,15.556 (0.019),-17.203 (0.019),166055.64117030485,2627.598202075031,False
SN2000dx,22.701 (0.114),-12.941 (0.114),3.489,PanSTARRS,19.213 (0.023),-16.430 (0.023),206.52918970371903,4.121059567981463,3.489,PanSTARRS,19.213 (0.023),-16.430 (0.023),206.52918970371903,4.121059567981463,19.137 (0.679),-16.506 (0.679),22.147841308126047,12.848062762992477,19.218 (0.442),-16.425 (0.442),20.554020614441555,8.37516038307709,,,,,19.213 (0.023),-16.430 (0.023),206.52918970371903,4.121059567981463,20.170 (0.461),-15.473 (0.461),132.49997007667528,51.93244722647387,False
SN2023abqf,21.169 (0.043),-13.542 (0.043),3.317,PanSTARRS,17.852 (0.015),-16.859 (0.015),722.9268345700725,9.309512214668922,3.317,PanSTARRS,17.852 (0.015),-16.859 (0.015),722.9268345700725,9.309512214668922,17.837 (0.331),-16.874 (0.331),73.31884767026483,20.346994167736995,17.940 (0.874),-16.771 (0.874),66.70063547968104,53.71748914480297,,,,,17.852 (0.015),-16.859 (0.015),722.9268345700725,9.309512214668922,18.019 (0.124),-16.692 (0.124),1082.2759550810376,111.65624543244688,False
CSP12J,19.523 (0.015),-14.527 (0.015),4.708,LegacySurvey,14.814 (0.024),-19.235 (0.024),1186.5742301882976,26.113193294804912,4.708,LegacySurvey,14.814 (0.024),-19.235 (0.024),1186.5742301882976,26.113193294804912,14.649 (0.049),-19.400 (0.049),1381.1442638495373,53.822775161794624,14.814 (0.024),-19.235 (0.024),1186.5742301882976,26.113193294804912,,,,,,,,,14.902 (0.022),-19.148 (0.022),15463.133160738442,270.61683663163734,False
CSP12N,(25.132),(-13.143),$<0.764$,PanSTARRS,24.368 (0.326),-13.907 (0.326),1.7893314245292216,0.4858136557267314,$<0.764$,PanSTARRS,24.368 (0.326),-13.907 (0.326),1.7893314245292216,0.4858136557267314,24.322 (24.315),-13.954 (24.315),0.1867874763866074,3.803512728816632,24.425 (0.370),-13.850 (0.370),0.1698353235466081,0.0578324609196863,,,,,24.368 (0.326),-13.907 (0.326),1.7893314245292216,0.4858136557267314,24.479 (0.826),-13.797 (0.826),56.627045387749014,38.94054109540632,False
CSP13Q,(25.139),(-12.933),$<2.892$,DES,22.247 (0.028),-15.824 (0.028),1262.7657114897725,30.420657120866572,$<2.892$,DES,22.247 (0.028),-15.824 (0.028),1262.7657114897725,30.420657120866572,22.248 (3.994),-15.823 (3.994),1.2613128541729517,4.347322666206191,22.319 (0.560),-15.753 (0.560),1.1819016634225394,0.6099578520373728,22.247 (0.028),-15.824 (0.028),1262.7657114897725,30.420657120866572,,,,,22.457 (0.158),-15.614 (0.158),333.65331421851334,45.430156333686895,False
CSP13V,24.231 (0.267),-12.765 (0.267),$>0.028$,LegacySurvey,(24.204),(-12.793),0.0083313827551626,0.0694187465974395,$>0.028$,LegacySurvey,(24.204),(-12.793),0.0083313827551626,0.0694187465974395,27.583 (817.373),-9.413 (817.373),0.0092608323074,6.272098175622312,27.698 (9.047),-9.298 (9.047),0.0083313827551626,0.0694187465974395,,,,,(23.702),(-13.294),-0.1071301135550049,1.101809369075768,(23.160),(-13.836),-20.059982920861135,57.35617746690384,False
CSP13aad,23.414 (0.074),-14.595 (0.074),2.540,LegacySurvey,20.875 (0.349),-17.135 (0.349),4.467261747052345,1.4342833345836967,2.540,LegacySurvey,20.875 (0.349),-17.135 (0.349),4.467261747052345,1.4342833345836967,20.824 (1.246),-17.185 (1.246),4.68030596645003,5.1270058517941415,20.875 (0.349),-17.135 (0.349),4.467261747052345,1.4342833345836967,,,,,,,,,21.151 (0.073),-16.858 (0.073),1136.9308791282372,73.04508987842826,False
CSP13aaf,(25.035),(-12.724),$?-0.484$,LegacySurvey,(25.519),(-12.240),-0.0111537274686855,0.0206721498864329,$?-0.484$,LegacySurvey,(25.519),(-12.240),-0.0111537274686855,0.0206721498864329,(19.596),(-18.162),-0.0117211781581057,4.599954928466523,(25.519),(-12.240),-0.0111537274686855,0.0206721498864329,,,,,(24.215),(-13.543),-1.2626612354314224,0.6866243917772423,(20.840),(-16.919),-20.938508142361883,20.787969650719837,False
CSP13aam,(24.123),(-13.550),$<1.800$,SkyMapper,22.323 (0.398),-15.350 (0.398),319.81046959172784,79.89229666804762,$<1.800$,SkyMapper,22.323 (0.398),-15.350 (0.398),319.81046959172784,79.89229666804762,22.655 (8.745),-15.019 (8.745),0.8669860931776593,4.8825949738285175,23.043 (1.606),-14.630 (1.606),0.6061821641362078,0.8968368022382244,,,,,,,,,22.323 (0.398),-15.350 (0.398),319.81046959172784,79.89229666804762,False
CSP13aao,22.355 (0.045),-14.868 (0.045),4.844,LegacySurvey,17.511 (0.033),-19.713 (0.033),98.96758624789248,3.007202992120113,4.844,LegacySurvey,17.511 (0.033),-19.713 (0.033),98.96758624789248,3.007202992120113,17.403 (0.167),-19.821 (0.167),109.38802474844756,15.18596485677158,17.511 (0.033),-19.713 (0.033),98.96758624789248,3.007202992120113,,,,,,,,,18.373 (0.017),-18.851 (0.017),15246.62860518361,212.6791035482141,False
CSP13aaq,24.121 (0.211),-13.037 (0.211),0.057,LegacySurvey,24.064 (0.100),-13.094 (0.100),0.2367750794156216,0.0217758434735311,0.057,LegacySurvey,24.064 (0.100),-13.094 (0.100),0.2367750794156216,0.0217758434735311,23.993 (27.062),-13.165 (27.062),0.2528221316165713,5.9015974412871905,24.064 (0.100),-13.094 (0.100),0.2367750794156216,0.0217758434735311,21.406 (0.019),-15.752 (0.019),2739.468463935006,44.7989682222365,,,,,(23.112),(-14.046),-23.344500921161373,48.71891013926041,False
CSP13aay,23.789 (0.142),-13.362 (0.142),$>0.594$,SkyMapper,(23.195),(-13.956),54.34203766318686,52.24645747656419,$>0.594$,SkyMapper,(23.195),(-13.956),54.34203766318686,52.24645747656419,23.551 (17.580),-13.601 (17.580),0.3798563254539019,5.939319460066096,23.589 (0.098),-13.563 (0.098),0.3668024389656467,0.0332064528823549,20.384 (0.009),-16.768 (0.009),7023.7378766498505,55.52248309075437,,,,,24.345 (1.084),-12.806 (1.084),54.34203766318686,52.24645747656419,False
